Ticket,Requester,Requester_Seniority,It_Owner,Agent,Ticket_Type,Severity,Priority,Days_Open,Satisfaction
300,1339,1 - Junior,17,Systems,Request,2 - Normal,1 - Low,5,1 - Unsatisfied
301,1411,4 - Management,21,Hardware,Request,2 - Normal,3 - High,10,0 - Unknown
302,1742,3 - Senior,27,Systems,Request,2 - Normal,0 - Unassigned,6,3 - Highly satisfied
303,1532,3 - Senior,27,Systems,Request,2 - Normal,0 - Unassigned,6,2 - Satisfied
304,1937,2 - Regular,26,Software,Request,2 - Normal,0 - Unassigned,2,0 - Unknown
305,1513,2 - Regular,41,Access/Login,Request,2 - Normal,3 - High,0,0 - Unknown
306,22,2 - Regular,27,Systems,Issue,2 - Normal,0 - Unassigned,1,0 - Unknown
307,1007,3 - Senior,32,Access/Login,Request,2 - Normal,0 - Unassigned,0,1 - Unsatisfied
308,1840,1 - Junior,1,Systems,Request,2 - Normal,2 - Medium,13,1 - Unsatisfied
309,1570,1 - Junior,15,Access/Login,Issue,2 - Normal,0 - Unassigned,0,3 - Highly satisfied
310,832,2 - Regular,45,Hardware,Request,2 - Normal,2 - Medium,14,3 - Highly satisfied
311,1595,3 - Senior,31,Systems,Request,2 - Normal,3 - High,7,3 - Highly satisfied
312,1817,3 - Senior,8,Systems,Issue,2 - Normal,2 - Medium,3,2 - Satisfied
313,767,2 - Regular,3,Systems,Request,2 - Normal,3 - High,21,1 - Unsatisfied
314,956,4 - Management,9,Software,Request,2 - Normal,3 - High,4,3 - Highly satisfied
315,1762,2 - Regular,29,Access/Login,Issue,2 - Normal,0 - Unassigned,0,3 - Highly satisfied
316,490,2 - Regular,6,Access/Login,Request,2 - Normal,2 - Medium,0,1 - Unsatisfied
317,251,4 - Management,11,Software,Request,0 - Unclassified,2 - Medium,2,0 - Unknown
318,1738,2 - Regular,7,Access/Login,Issue,2 - Normal,0 - Unassigned,0,0 - Unknown
319,1833,1 - Junior,39,Access/Login,Request,2 - Normal,0 - Unassigned,0,0 - Unknown
320,1602,3 - Senior,5,Hardware,Request,2 - Normal,3 - High,11,3 - Highly satisfied
321,471,4 - Management,48,Access/Login,Issue,2 - Normal,0 - Unassigned,0,0 - Unknown
322,530,3 - Senior,4,Systems,Issue,2 - Normal,0 - Unassigned,3,2 - Satisfied
323,483,4 - Management,19,Access/Login,Request,2 - Normal,3 - High,0,2 - Satisfied
324,1744,4 - Management,33,Access/Login,Request,2 - Normal,0 - Unassigned,0,2 - Satisfied
325,469,2 - Regular,43,Software,Request,2 - Normal,2 - Medium,3,0 - Unknown
326,771,1 - Junior,25,Systems,Request,3 - Major,2 - Medium,21,1 - Unsatisfied
327,1423,2 - Regular,22,Software,Request,2 - Normal,0 - Unassigned,11,0 - Unknown
328,1614,2 - Regular,25,Systems,Request,2 - Normal,0 - Unassigned,21,1 - Unsatisfied
329,1252,4 - Management,37,Access/Login,Issue,2 - Normal,3 - High,0,0 - Unknown
330,528,1 - Junior,36,Systems,Issue,2 - Normal,3 - High,1,3 - Highly satisfied
331,1763,3 - Senior,7,Access/Login,Request,2 - Normal,0 - Unassigned,1,1 - Unsatisfied
332,1453,3 - Senior,3,Software,Request,2 - Normal,2 - Medium,6,0 - Unknown
333,1146,1 - Junior,26,Systems,Request,2 - Normal,0 - Unassigned,19,0 - Unknown
334,1021,2 - Regular,32,Systems,Issue,2 - Normal,3 - High,5,3 - Highly satisfied
335,622,2 - Regular,24,Systems,Request,3 - Major,3 - High,7,3 - Highly satisfied
336,809,4 - Management,1,Access/Login,Request,2 - Normal,3 - High,2,0 - Unknown
337,1311,2 - Regular,13,Systems,Request,2 - Normal,1 - Low,26,0 - Unknown
338,466,3 - Senior,4,Software,Request,2 - Normal,2 - Medium,10,0 - Unknown
339,1269,2 - Regular,3,Software,Request,2 - Normal,3 - High,8,0 - Unknown
340,1460,4 - Management,7,Hardware,Request,2 - Normal,0 - Unassigned,35,0 - Unknown
341,68,4 - Management,45,Systems,Issue,3 - Major,3 - High,2,3 - Highly satisfied
342,1206,2 - Regular,3,Hardware,Request,2 - Normal,1 - Low,32,0 - Unknown
343,1626,2 - Regular,17,Systems,Request,2 - Normal,3 - High,5,0 - Unknown
344,564,2 - Regular,45,Access/Login,Issue,2 - Normal,2 - Medium,0,3 - Highly satisfied
345,1678,4 - Management,2,Software,Request,2 - Normal,3 - High,5,2 - Satisfied
346,1906,2 - Regular,34,Hardware,Request,2 - Normal,2 - Medium,10,3 - Highly satisfied
347,203,3 - Senior,27,Hardware,Request,2 - Normal,1 - Low,11,3 - Highly satisfied
348,1450,2 - Regular,30,Software,Request,2 - Normal,3 - High,7,2 - Satisfied
349,47,4 - Management,32,Systems,Request,2 - Normal,3 - High,11,1 - Unsatisfied
350,522,2 - Regular,3,Software,Request,2 - Normal,3 - High,11,3 - Highly satisfied
351,716,2 - Regular,36,Access/Login,Request,2 - Normal,2 - Medium,0,1 - Unsatisfied
352,388,3 - Senior,16,Systems,Request,2 - Normal,3 - High,12,3 - Highly satisfied
353,1057,2 - Regular,26,Software,Request,2 - Normal,0 - Unassigned,8,0 - Unknown
354,439,2 - Regular,40,Access/Login,Request,2 - Normal,0 - Unassigned,0,0 - Unknown
355,548,4 - Management,3,Access/Login,Request,2 - Normal,1 - Low,1,2 - Satisfied
356,23,2 - Regular,15,Software,Request,2 - Normal,2 - Medium,4,1 - Unsatisfied
357,1366,3 - Senior,19,Software,Issue,2 - Normal,3 - High,4,2 - Satisfied
358,1356,2 - Regular,44,Systems,Issue,2 - Normal,0 - Unassigned,1,0 - Unknown
359,1293,2 - Regular,43,Systems,Request,2 - Normal,3 - High,5,3 - Highly satisfied
360,1601,4 - Management,5,Systems,Request,2 - Normal,3 - High,5,3 - Highly satisfied
361,78,3 - Senior,3,Access/Login,Request,2 - Normal,2 - Medium,0,0 - Unknown
362,385,4 - Management,40,Systems,Request,2 - Normal,3 - High,8,2 - Satisfied
363,114,4 - Management,28,Systems,Request,2 - Normal,3 - High,16,0 - Unknown
364,453,2 - Regular,41,Hardware,Issue,2 - Normal,3 - High,7,1 - Unsatisfied
365,905,2 - Regular,2,Software,Issue,2 - Normal,3 - High,0,3 - Highly satisfied
366,339,2 - Regular,3,Access/Login,Request,2 - Normal,0 - Unassigned,0,2 - Satisfied
367,1105,2 - Regular,21,Access/Login,Request,2 - Normal,3 - High,0,3 - Highly satisfied
368,1462,4 - Management,37,Systems,Issue,2 - Normal,3 - High,3,3 - Highly satisfied
369,1707,2 - Regular,34,Systems,Request,2 - Normal,1 - Low,9,3 - Highly satisfied
370,334,1 - Junior,25,Access/Login,Request,3 - Major,3 - High,1,0 - Unknown
371,845,2 - Regular,6,Access/Login,Request,2 - Normal,1 - Low,0,0 - Unknown
372,1621,3 - Senior,12,Hardware,Request,4 - Critical,0 - Unassigned,10,3 - Highly satisfied
373,282,2 - Regular,1,Software,Request,2 - Normal,2 - Medium,12,3 - Highly satisfied
374,1167,2 - Regular,38,Systems,Request,2 - Normal,2 - Medium,19,2 - Satisfied
375,1000,3 - Senior,31,Software,Request,2 - Normal,3 - High,4,3 - Highly satisfied
376,260,3 - Senior,27,Software,Issue,2 - Normal,3 - High,2,3 - Highly satisfied
377,1139,3 - Senior,14,Systems,Request,2 - Normal,2 - Medium,15,0 - Unknown
378,1510,3 - Senior,41,Hardware,Request,2 - Normal,0 - Unassigned,14,1 - Unsatisfied
379,1137,2 - Regular,13,Access/Login,Request,2 - Normal,3 - High,1,1 - Unsatisfied
380,573,2 - Regular,17,Access/Login,Request,2 - Normal,2 - Medium,0,2 - Satisfied
381,239,2 - Regular,16,Systems,Issue,2 - Normal,3 - High,1,2 - Satisfied
382,1222,2 - Regular,50,Access/Login,Request,2 - Normal,2 - Medium,1,1 - Unsatisfied
383,156,2 - Regular,33,Software,Request,2 - Normal,0 - Unassigned,9,2 - Satisfied
384,432,3 - Senior,38,Access/Login,Request,2 - Normal,3 - High,0,1 - Unsatisfied
385,43,1 - Junior,8,Hardware,Request,2 - Normal,0 - Unassigned,10,0 - Unknown
386,656,2 - Regular,26,Systems,Issue,2 - Normal,1 - Low,6,2 - Satisfied
387,1044,2 - Regular,9,Systems,Request,2 - Normal,0 - Unassigned,17,0 - Unknown
388,1815,2 - Regular,4,Systems,Request,2 - Normal,1 - Low,25,0 - Unknown
389,262,2 - Regular,24,Access/Login,Request,2 - Normal,3 - High,0,0 - Unknown
390,112,3 - Senior,7,Hardware,Request,2 - Normal,3 - High,31,1 - Unsatisfied
391,750,1 - Junior,20,Systems,Issue,3 - Major,2 - Medium,7,0 - Unknown
392,45,2 - Regular,42,Systems,Request,2 - Normal,2 - Medium,5,3 - Highly satisfied
393,30,2 - Regular,7,Systems,Issue,2 - Normal,1 - Low,10,2 - Satisfied
394,486,4 - Management,30,Systems,Request,2 - Normal,0 - Unassigned,10,2 - Satisfied
395,1497,1 - Junior,44,Systems,Request,2 - Normal,0 - Unassigned,26,3 - Highly satisfied
396,233,2 - Regular,24,Systems,Issue,2 - Normal,0 - Unassigned,1,0 - Unknown
397,414,3 - Senior,42,Systems,Request,3 - Major,3 - High,8,0 - Unknown
398,1496,2 - Regular,8,Systems,Request,2 - Normal,3 - High,6,2 - Satisfied
399,822,2 - Regular,14,Access/Login,Request,2 - Normal,3 - High,0,0 - Unknown
400,1904,1 - Junior,11,Systems,Issue,2 - Normal,0 - Unassigned,11,0 - Unknown
401,1976,4 - Management,37,Software,Request,2 - Normal,3 - High,3,2 - Satisfied
402,1667,2 - Regular,16,Systems,Request,2 - Normal,3 - High,6,0 - Unknown
403,1372,2 - Regular,19,Access/Login,Request,1 - Minor,3 - High,0,3 - Highly satisfied
404,1419,1 - Junior,17,Software,Issue,2 - Normal,2 - Medium,3,0 - Unknown
405,763,4 - Management,37,Systems,Request,2 - Normal,3 - High,5,1 - Unsatisfied
406,174,4 - Management,7,Software,Request,2 - Normal,3 - High,16,2 - Satisfied
407,1958,4 - Management,23,Software,Issue,2 - Normal,3 - High,0,2 - Satisfied
408,1452,1 - Junior,44,Systems,Issue,2 - Normal,1 - Low,1,2 - Satisfied
409,1173,4 - Management,9,Access/Login,Request,2 - Normal,0 - Unassigned,1,3 - Highly satisfied
410,485,4 - Management,38,Access/Login,Request,2 - Normal,3 - High,0,0 - Unknown
411,484,4 - Management,37,Systems,Request,2 - Normal,3 - High,8,1 - Unsatisfied
412,38,4 - Management,21,Access/Login,Request,2 - Normal,2 - Medium,0,3 - Highly satisfied
413,1552,1 - Junior,35,Software,Request,2 - Normal,0 - Unassigned,3,1 - Unsatisfied
414,1208,4 - Management,26,Access/Login,Request,2 - Normal,0 - Unassigned,0,2 - Satisfied
415,1842,2 - Regular,15,Software,Request,2 - Normal,0 - Unassigned,7,3 - Highly satisfied
416,661,4 - Management,42,Systems,Request,2 - Normal,3 - High,6,3 - Highly satisfied
417,1827,1 - Junior,19,Systems,Request,2 - Normal,0 - Unassigned,19,0 - Unknown
418,56,1 - Junior,45,Systems,Issue,1 - Minor,0 - Unassigned,2,2 - Satisfied
419,1384,3 - Senior,6,Access/Login,Request,2 - Normal,0 - Unassigned,1,1 - Unsatisfied
420,644,4 - Management,50,Access/Login,Request,2 - Normal,3 - High,0,0 - Unknown
421,1789,2 - Regular,29,Software,Issue,2 - Normal,1 - Low,8,3 - Highly satisfied
422,1165,4 - Management,19,Systems,Request,2 - Normal,3 - High,14,1 - Unsatisfied
423,1064,4 - Management,34,Systems,Issue,2 - Normal,3 - High,2,3 - Highly satisfied
424,100,3 - Senior,28,Systems,Request,2 - Normal,3 - High,15,0 - Unknown
425,692,2 - Regular,22,Systems,Request,2 - Normal,3 - High,20,0 - Unknown
426,1921,3 - Senior,45,Systems,Request,2 - Normal,3 - High,5,0 - Unknown
427,97,2 - Regular,14,Systems,Request,2 - Normal,0 - Unassigned,7,0 - Unknown
428,1458,1 - Junior,8,Software,Request,2 - Normal,1 - Low,2,3 - Highly satisfied
429,568,3 - Senior,45,Software,Request,2 - Normal,3 - High,4,0 - Unknown
430,1829,1 - Junior,22,Systems,Issue,2 - Normal,1 - Low,10,2 - Satisfied
431,1694,3 - Senior,42,Access/Login,Request,2 - Normal,0 - Unassigned,1,0 - Unknown
432,65,1 - Junior,24,Hardware,Issue,2 - Normal,1 - Low,15,3 - Highly satisfied
433,718,2 - Regular,27,Software,Request,2 - Normal,1 - Low,3,0 - Unknown
434,380,1 - Junior,47,Hardware,Issue,4 - Critical,2 - Medium,5,0 - Unknown
435,876,2 - Regular,18,Software,Request,2 - Normal,0 - Unassigned,7,3 - Highly satisfied
436,1059,2 - Regular,40,Systems,Issue,2 - Normal,0 - Unassigned,6,3 - Highly satisfied
437,523,2 - Regular,1,Systems,Issue,2 - Normal,2 - Medium,13,1 - Unsatisfied
438,824,4 - Management,14,Systems,Request,2 - Normal,0 - Unassigned,5,1 - Unsatisfied
439,161,2 - Regular,7,Hardware,Request,2 - Normal,3 - High,31,1 - Unsatisfied
440,730,2 - Regular,19,Software,Request,2 - Normal,3 - High,2,0 - Unknown
441,871,2 - Regular,47,Software,Request,2 - Normal,2 - Medium,3,1 - Unsatisfied
442,1274,3 - Senior,31,Systems,Issue,2 - Normal,3 - High,8,0 - Unknown
443,1850,2 - Regular,13,Systems,Issue,2 - Normal,3 - High,11,0 - Unknown
444,946,1 - Junior,16,Software,Request,2 - Normal,2 - Medium,8,0 - Unknown
445,1905,3 - Senior,5,Access/Login,Issue,2 - Normal,0 - Unassigned,0,3 - Highly satisfied
446,477,3 - Senior,31,Software,Request,2 - Normal,3 - High,4,0 - Unknown
447,1124,2 - Regular,29,Systems,Issue,2 - Normal,0 - Unassigned,14,0 - Unknown
448,417,2 - Regular,15,Software,Request,2 - Normal,0 - Unassigned,3,0 - Unknown
449,640,2 - Regular,5,Access/Login,Request,2 - Normal,0 - Unassigned,0,2 - Satisfied
450,850,2 - Regular,27,Systems,Issue,2 - Normal,1 - Low,2,2 - Satisfied
451,1277,3 - Senior,2,Access/Login,Request,0 - Unclassified,3 - High,0,0 - Unknown
452,1604,4 - Management,24,Systems,Request,2 - Normal,0 - Unassigned,9,0 - Unknown
453,247,2 - Regular,34,Software,Request,2 - Normal,3 - High,3,3 - Highly satisfied
454,456,1 - Junior,50,Hardware,Request,2 - Normal,2 - Medium,35,0 - Unknown
455,88,3 - Senior,12,Systems,Issue,2 - Normal,3 - High,4,0 - Unknown
456,1721,1 - Junior,40,Hardware,Request,2 - Normal,0 - Unassigned,30,0 - Unknown
457,586,4 - Management,15,Access/Login,Request,3 - Major,1 - Low,1,3 - Highly satisfied
458,1442,2 - Regular,5,Software,Request,2 - Normal,0 - Unassigned,8,1 - Unsatisfied
459,1245,2 - Regular,41,Software,Request,2 - Normal,1 - Low,7,3 - Highly satisfied
460,1962,2 - Regular,39,Systems,Request,3 - Major,0 - Unassigned,17,1 - Unsatisfied
461,148,4 - Management,41,Access/Login,Issue,2 - Normal,3 - High,0,3 - Highly satisfied
462,1757,1 - Junior,22,Systems,Request,2 - Normal,1 - Low,19,0 - Unknown
463,1936,2 - Regular,9,Systems,Request,2 - Normal,0 - Unassigned,8,1 - Unsatisfied
464,1398,4 - Management,9,Software,Request,2 - Normal,3 - High,3,2 - Satisfied
465,1355,2 - Regular,14,Systems,Request,1 - Minor,1 - Low,19,3 - Highly satisfied
466,861,4 - Management,49,Access/Login,Issue,2 - Normal,0 - Unassigned,1,2 - Satisfied
467,1840,1 - Junior,31,Access/Login,Issue,2 - Normal,0 - Unassigned,0,3 - Highly satisfied
468,779,1 - Junior,15,Software,Issue,2 - Normal,3 - High,1,1 - Unsatisfied
469,56,1 - Junior,16,Access/Login,Request,2 - Normal,2 - Medium,1,1 - Unsatisfied
470,1738,2 - Regular,33,Systems,Request,2 - Normal,0 - Unassigned,20,3 - Highly satisfied
471,1511,4 - Management,12,Systems,Issue,2 - Normal,2 - Medium,2,1 - Unsatisfied
472,429,4 - Management,48,Software,Request,2 - Normal,0 - Unassigned,5,2 - Satisfied
473,410,2 - Regular,25,Access/Login,Issue,2 - Normal,0 - Unassigned,0,3 - Highly satisfied
474,1911,3 - Senior,24,Systems,Request,2 - Normal,3 - High,7,2 - Satisfied
475,1001,3 - Senior,38,Systems,Request,2 - Normal,0 - Unassigned,5,0 - Unknown
476,485,4 - Management,5,Systems,Request,2 - Normal,0 - Unassigned,5,3 - Highly satisfied
477,1292,1 - Junior,48,Access/Login,Request,2 - Normal,1 - Low,0,0 - Unknown
478,1766,1 - Junior,5,Software,Request,2 - Normal,1 - Low,9,3 - Highly satisfied
479,1639,1 - Junior,46,Hardware,Request,2 - Normal,2 - Medium,30,3 - Highly satisfied
480,1454,3 - Senior,35,Systems,Issue,2 - Normal,3 - High,3,3 - Highly satisfied
481,524,2 - Regular,6,Access/Login,Issue,3 - Major,1 - Low,1,1 - Unsatisfied
482,1131,4 - Management,47,Access/Login,Issue,3 - Major,3 - High,0,2 - Satisfied
483,1006,4 - Management,48,Access/Login,Request,2 - Normal,2 - Medium,0,2 - Satisfied
484,1720,3 - Senior,12,Systems,Issue,3 - Major,0 - Unassigned,4,0 - Unknown
485,50,2 - Regular,39,Access/Login,Issue,2 - Normal,0 - Unassigned,1,2 - Satisfied
486,1894,1 - Junior,44,Systems,Request,2 - Normal,2 - Medium,11,0 - Unknown
487,674,3 - Senior,49,Systems,Request,2 - Normal,1 - Low,18,2 - Satisfied
488,1055,3 - Senior,35,Systems,Request,2 - Normal,0 - Unassigned,5,0 - Unknown
489,446,1 - Junior,30,Hardware,Request,2 - Normal,0 - Unassigned,30,0 - Unknown
490,699,1 - Junior,45,Software,Request,2 - Normal,3 - High,7,3 - Highly satisfied
491,733,1 - Junior,16,Access/Login,Request,1 - Minor,3 - High,0,2 - Satisfied
492,917,4 - Management,42,Hardware,Issue,2 - Normal,3 - High,5,0 - Unknown
493,513,4 - Management,10,Hardware,Request,2 - Normal,0 - Unassigned,10,2 - Satisfied
494,1426,4 - Management,4,Access/Login,Request,2 - Normal,3 - High,0,3 - Highly satisfied
495,347,3 - Senior,48,Software,Request,2 - Normal,3 - High,4,3 - Highly satisfied
496,1598,4 - Management,48,Software,Request,2 - Normal,0 - Unassigned,2,3 - Highly satisfied
497,470,2 - Regular,45,Software,Request,2 - Normal,1 - Low,3,3 - Highly satisfied
498,570,2 - Regular,44,Systems,Request,2 - Normal,3 - High,8,1 - Unsatisfied
499,509,1 - Junior,5,Systems,Request,2 - Normal,2 - Medium,17,2 - Satisfied
500,1808,2 - Regular,28,Software,Request,2 - Normal,0 - Unassigned,11,0 - Unknown
501,875,4 - Management,8,Systems,Request,2 - Normal,3 - High,9,0 - Unknown
502,1842,2 - Regular,35,Access/Login,Request,2 - Normal,0 - Unassigned,0,0 - Unknown
503,189,2 - Regular,7,Access/Login,Issue,2 - Normal,0 - Unassigned,0,1 - Unsatisfied
504,508,3 - Senior,1,Access/Login,Request,3 - Major,3 - High,1,1 - Unsatisfied
505,1595,3 - Senior,3,Systems,Issue,2 - Normal,3 - High,9,2 - Satisfied
506,384,1 - Junior,24,Access/Login,Issue,1 - Minor,2 - Medium,0,3 - Highly satisfied
507,697,4 - Management,1,Systems,Request,2 - Normal,2 - Medium,17,2 - Satisfied
508,1841,2 - Regular,29,Software,Request,2 - Normal,0 - Unassigned,2,0 - Unknown
509,97,2 - Regular,10,Systems,Issue,2 - Normal,1 - Low,4,1 - Unsatisfied
510,887,2 - Regular,4,Systems,Request,2 - Normal,3 - High,14,0 - Unknown
511,31,4 - Management,6,Systems,Request,2 - Normal,3 - High,18,1 - Unsatisfied
512,92,2 - Regular,10,Access/Login,Request,2 - Normal,0 - Unassigned,0,3 - Highly satisfied
513,1928,3 - Senior,41,Access/Login,Request,2 - Normal,0 - Unassigned,0,2 - Satisfied
514,1456,4 - Management,18,Systems,Request,2 - Normal,3 - High,7,0 - Unknown
515,1931,2 - Regular,10,Systems,Request,4 - Critical,1 - Low,16,3 - Highly satisfied
516,1792,1 - Junior,46,Access/Login,Request,2 - Normal,2 - Medium,0,1 - Unsatisfied
517,1786,1 - Junior,24,Systems,Request,2 - Normal,2 - Medium,7,0 - Unknown
518,1036,3 - Senior,19,Systems,Request,2 - Normal,3 - High,13,0 - Unknown
519,592,3 - Senior,34,Access/Login,Issue,2 - Normal,3 - High,0,0 - Unknown
520,1550,4 - Management,28,Access/Login,Request,2 - Normal,3 - High,1,2 - Satisfied
521,1163,4 - Management,1,Access/Login,Issue,2 - Normal,0 - Unassigned,1,1 - Unsatisfied
522,91,2 - Regular,24,Access/Login,Issue,2 - Normal,1 - Low,0,1 - Unsatisfied
523,558,1 - Junior,3,Access/Login,Request,2 - Normal,1 - Low,0,1 - Unsatisfied
524,1691,1 - Junior,40,Access/Login,Issue,2 - Normal,0 - Unassigned,2,3 - Highly satisfied
525,1201,1 - Junior,49,Systems,Request,2 - Normal,3 - High,14,1 - Unsatisfied
526,746,3 - Senior,6,Software,Request,2 - Normal,3 - High,7,3 - Highly satisfied
527,506,2 - Regular,26,Access/Login,Request,2 - Normal,2 - Medium,1,0 - Unknown
528,169,2 - Regular,3,Hardware,Request,1 - Minor,0 - Unassigned,26,0 - Unknown
529,167,4 - Management,5,Software,Request,2 - Normal,3 - High,3,0 - Unknown
530,167,4 - Management,21,Access/Login,Request,2 - Normal,3 - High,0,3 - Highly satisfied
531,667,2 - Regular,37,Access/Login,Issue,2 - Normal,0 - Unassigned,1,1 - Unsatisfied
532,1166,1 - Junior,22,Systems,Issue,2 - Normal,1 - Low,12,1 - Unsatisfied
533,1538,4 - Management,40,Systems,Request,2 - Normal,0 - Unassigned,5,3 - Highly satisfied
534,25,2 - Regular,46,Systems,Issue,2 - Normal,0 - Unassigned,3,2 - Satisfied
535,979,3 - Senior,48,Access/Login,Issue,2 - Normal,3 - High,0,3 - Highly satisfied
536,1080,2 - Regular,5,Software,Request,2 - Normal,1 - Low,9,3 - Highly satisfied
537,419,4 - Management,22,Access/Login,Request,2 - Normal,3 - High,2,1 - Unsatisfied
538,1568,1 - Junior,2,Systems,Request,2 - Normal,1 - Low,6,3 - Highly satisfied
539,951,2 - Regular,44,Access/Login,Issue,2 - Normal,1 - Low,1,0 - Unknown
540,1748,2 - Regular,16,Software,Request,2 - Normal,3 - High,3,2 - Satisfied
541,1982,3 - Senior,48,Hardware,Issue,2 - Normal,3 - High,6,0 - Unknown
542,1925,2 - Regular,35,Systems,Request,2 - Normal,3 - High,8,3 - Highly satisfied
543,1568,1 - Junior,20,Access/Login,Request,2 - Normal,1 - Low,0,3 - Highly satisfied
544,1200,2 - Regular,37,Systems,Request,2 - Normal,1 - Low,19,3 - Highly satisfied
545,1021,2 - Regular,33,Access/Login,Request,2 - Normal,2 - Medium,0,3 - Highly satisfied
546,226,4 - Management,29,Systems,Issue,3 - Major,3 - High,2,3 - Highly satisfied
547,1724,1 - Junior,6,Software,Issue,2 - Normal,2 - Medium,2,1 - Unsatisfied
548,907,4 - Management,44,Software,Request,2 - Normal,3 - High,4,1 - Unsatisfied
549,604,4 - Management,38,Access/Login,Request,2 - Normal,3 - High,0,2 - Satisfied
550,185,2 - Regular,23,Access/Login,Request,2 - Normal,0 - Unassigned,0,3 - Highly satisfied
551,68,4 - Management,35,Systems,Request,2 - Normal,0 - Unassigned,6,0 - Unknown
552,105,4 - Management,46,Systems,Request,2 - Normal,0 - Unassigned,17,0 - Unknown
553,1858,2 - Regular,38,Software,Issue,2 - Normal,3 - High,1,3 - Highly satisfied
554,703,2 - Regular,2,Systems,Request,2 - Normal,1 - Low,5,0 - Unknown
555,76,3 - Senior,14,Access/Login,Request,2 - Normal,3 - High,0,2 - Satisfied
556,47,4 - Management,6,Software,Issue,2 - Normal,3 - High,2,1 - Unsatisfied
557,1706,2 - Regular,39,Hardware,Issue,2 - Normal,0 - Unassigned,18,1 - Unsatisfied
558,615,1 - Junior,18,Systems,Issue,4 - Critical,1 - Low,10,2 - Satisfied
559,547,2 - Regular,4,Access/Login,Request,2 - Normal,3 - High,1,0 - Unknown
560,633,4 - Management,43,Software,Request,2 - Normal,0 - Unassigned,7,3 - Highly satisfied
561,1704,2 - Regular,18,Access/Login,Request,2 - Normal,0 - Unassigned,0,0 - Unknown
562,6,3 - Senior,15,Software,Issue,2 - Normal,3 - High,2,3 - Highly satisfied
563,922,2 - Regular,17,Access/Login,Request,2 - Normal,1 - Low,0,3 - Highly satisfied
564,525,4 - Management,18,Systems,Request,2 - Normal,0 - Unassigned,7,3 - Highly satisfied
565,1817,3 - Senior,20,Software,Request,2 - Normal,3 - High,2,3 - Highly satisfied
566,267,2 - Regular,12,Systems,Request,2 - Normal,2 - Medium,5,2 - Satisfied
567,531,3 - Senior,26,Hardware,Issue,2 - Normal,0 - Unassigned,8,1 - Unsatisfied
568,1859,3 - Senior,3,Systems,Request,2 - Normal,2 - Medium,20,3 - Highly satisfied
569,469,2 - Regular,34,Systems,Request,2 - Normal,2 - Medium,7,2 - Satisfied
570,1315,3 - Senior,18,Access/Login,Request,2 - Normal,0 - Unassigned,0,2 - Satisfied
571,1174,4 - Management,26,Systems,Request,2 - Normal,3 - High,5,0 - Unknown
572,339,2 - Regular,3,Access/Login,Issue,3 - Major,0 - Unassigned,0,1 - Unsatisfied
573,1847,3 - Senior,18,Access/Login,Request,2 - Normal,2 - Medium,0,0 - Unknown
574,1907,4 - Management,42,Hardware,Issue,2 - Normal,3 - High,6,0 - Unknown
575,1764,3 - Senior,14,Software,Issue,2 - Normal,3 - High,2,3 - Highly satisfied
576,1646,2 - Regular,29,Hardware,Request,2 - Normal,3 - High,10,0 - Unknown
577,2,2 - Regular,48,Systems,Issue,1 - Minor,2 - Medium,1,0 - Unknown
578,1506,1 - Junior,28,Access/Login,Request,2 - Normal,1 - Low,0,2 - Satisfied
579,809,4 - Management,29,Systems,Request,2 - Normal,3 - High,6,1 - Unsatisfied
580,176,3 - Senior,34,Systems,Request,2 - Normal,3 - High,8,3 - Highly satisfied
581,456,1 - Junior,19,Hardware,Request,2 - Normal,1 - Low,28,0 - Unknown
582,170,3 - Senior,15,Systems,Request,1 - Minor,3 - High,5,2 - Satisfied
583,1859,3 - Senior,48,Systems,Request,2 - Normal,1 - Low,17,3 - Highly satisfied
584,1730,1 - Junior,31,Systems,Request,2 - Normal,2 - Medium,6,3 - Highly satisfied
585,1980,4 - Management,46,Systems,Request,2 - Normal,3 - High,14,0 - Unknown
586,89,1 - Junior,37,Systems,Request,2 - Normal,1 - Low,13,0 - Unknown
587,1397,1 - Junior,42,Hardware,Request,3 - Major,0 - Unassigned,29,3 - Highly satisfied
588,1909,2 - Regular,35,Systems,Request,2 - Normal,3 - High,8,1 - Unsatisfied
589,109,4 - Management,34,Access/Login,Request,2 - Normal,2 - Medium,0,0 - Unknown
590,1058,4 - Management,33,Access/Login,Request,2 - Normal,3 - High,1,0 - Unknown
591,180,4 - Management,47,Access/Login,Issue,2 - Normal,3 - High,0,3 - Highly satisfied
592,447,3 - Senior,7,Access/Login,Request,2 - Normal,2 - Medium,1,0 - Unknown
593,342,4 - Management,4,Access/Login,Request,2 - Normal,3 - High,1,2 - Satisfied
594,437,1 - Junior,7,Software,Request,2 - Normal,0 - Unassigned,15,0 - Unknown
595,555,2 - Regular,39,Access/Login,Issue,2 - Normal,0 - Unassigned,0,1 - Unsatisfied
596,326,2 - Regular,2,Software,Issue,2 - Normal,1 - Low,4,3 - Highly satisfied
597,1199,2 - Regular,48,Systems,Request,2 - Normal,2 - Medium,15,0 - Unknown
598,572,2 - Regular,23,Systems,Request,2 - Normal,3 - High,7,0 - Unknown
599,1903,1 - Junior,14,Hardware,Request,2 - Normal,0 - Unassigned,32,3 - Highly satisfied
600,791,4 - Management,49,Software,Request,2 - Normal,3 - High,10,1 - Unsatisfied
